Pabrik,Tahun,Tipe,Pintu,Kursi,CC,Daerah,Harga
Suzuki,2014-2018,Manual,5,7,1373,Luar Jakarta,154000000
Suzuki,2014-2018,Automatic,5,7,1373,Luar Jakarta,157000000
Suzuki,2014-2018,Automatic,5,7,1373,Jakarta,165000000
Suzuki,2014-2018,Manual,5,7,1373,Jakarta,157000000
Suzuki,2014-2018,Manual,5,7,1373,Luar Jakarta,160000000
Suzuki,2014-2018,Automatic,5,7,1373,Jakarta,160000000
Suzuki,2014-2018,Automatic,5,7,1373,Luar Jakarta,171000000
Suzuki,2014-2018,Automatic,5,7,1462,Luar Jakarta,169943396
Suzuki,2014-2018,Manual,5,7,1462,Jakarta,173000000
Suzuki,2014-2018,Automatic,5,7,1462,Luar Jakarta,180000000
Suzuki,2019-2023,Manual,5,7,1462,Luar Jakarta,140000000
Suzuki,2019-2023,Manual,5,7,1462,Jakarta,140000000
Suzuki,2019-2023,Manual,5,7,1462,Jakarta,152000000
Suzuki,2019-2023,Manual,5,7,1462,Jakarta,166000000
Suzuki,2019-2023,Automatic,5,7,1462,Luar Jakarta,168000000
Suzuki,2019-2023,Automatic,5,7,1462,Luar Jakarta,185000000
Suzuki,2019-2023,Manual,5,7,1462,Jakarta,188000000
Suzuki,2019-2023,Manual,5,7,1462,Jakarta,188000000
Suzuki,2019-2023,Automatic,5,7,1462,Luar Jakarta,189000000
Suzuki,2019-2023,Automatic,5,7,1462,Luar Jakarta,195000000
Suzuki,2019-2023,Automatic,5,7,1462,Jakarta,201000000
Suzuki,2019-2023,Automatic,5,7,1462,Jakarta,204000000
Suzuki,2019-2023,Automatic,5,7,1462,Jakarta,188000000
Suzuki,2019-2023,Automatic,5,7,1462,Jakarta,193000000
Suzuki,2019-2023,Automatic,5,7,1462,Luar Jakarta,214000000
Suzuki,2019-2023,Automatic,5,7,1462,Luar Jakarta,188000000
Suzuki,2019-2023,Automatic,5,7,1462,Luar Jakarta,205000000
Suzuki,2019-2023,Automatic,5,7,1462,Luar Jakarta,213000000
Suzuki,2019-2023,Automatic,5,7,1462,Luar Jakarta,213000000
Suzuki,2019-2023,Automatic,5,7,1462,Jakarta,222000000
Suzuki,2019-2023,Automatic,5,7,1462,Luar Jakarta,225000000
Suzuki,2019-2023,Automatic,5,7,1462,Luar Jakarta,228000000
Suzuki,2019-2023,Automatic,5,7,1462,Jakarta,228000000
Suzuki,2019-2023,Automatic,5,7,1462,Jakarta,228000000
Suzuki,2019-2023,Automatic,5,7,1462,Luar Jakarta,180000000
Suzuki,2019-2023,Automatic,5,7,1462,Jakarta,180000000
Suzuki,2019-2023,Manual,5,7,1462,Luar Jakarta,190000000
Suzuki,2019-2023,Manual,5,7,1462,Jakarta,197000000
Suzuki,2019-2023,Manual,5,7,1462,Luar Jakarta,207000000
Suzuki,2019-2023,Automatic,5,7,1462,Luar Jakarta,218500000
Suzuki,2019-2023,Manual,5,7,1462,Jakarta,220000000
Suzuki,2019-2023,Automatic,5,7,1462,Luar Jakarta,229000000
Suzuki,2019-2023,Automatic,5,7,1462,Jakarta,230000000
Toyota,<=2013,Automatic,5,7,1495,Luar Jakarta,99000000
Daihatsu,2014-2018,Manual,5,7,1495,Jakarta,141000000
Daihatsu,2014-2018,Manual,5,7,1495,Jakarta,149000000
Daihatsu,2014-2018,Automatic,5,7,1495,Jakarta,149500000
Daihatsu,2014-2018,Manual,5,7,1495,Jakarta,129000000
Daihatsu,2014-2018,Automatic,5,7,1495,Jakarta,170000000
Daihatsu,2014-2018,Automatic,5,7,1495,Jakarta,170000000
Daihatsu,2014-2018,Automatic,5,7,1495,Luar Jakarta,170000000
Toyota,2014-2018,Automatic,5,7,1496,Jakarta,141000000
Toyota,2014-2018,Automatic,5,7,1496,Luar Jakarta,141000000
Honda,2014-2018,Automatic,5,7,1496,Luar Jakarta,123500000
Toyota,2014-2018,Automatic,5,7,1496,Luar Jakarta,125000000
Honda,2014-2018,Automatic,5,7,1496,Jakarta,138000000
Honda,2014-2018,Automatic,5,7,1496,Luar Jakarta,148000000
Honda,2014-2018,Automatic,5,7,1496,Jakarta,162500000
Honda,2014-2018,Manual,5,7,1496,Luar Jakarta,139000000
Honda,2014-2018,Manual,5,7,1496,Jakarta,141000000
Honda,2014-2018,Automatic,5,7,1496,Luar Jakarta,148000000
Honda,2014-2018,Automatic,5,7,1496,Jakarta,159000000
Honda,2014-2018,Automatic,5,7,1496,Luar Jakarta,157000000
Honda,2014-2018,Manual,5,7,1496,Luar Jakarta,157000000
Toyota,2014-2018,Automatic,5,7,1496,Luar Jakarta,158500000
Honda,2014-2018,Automatic,5,7,1496,Luar Jakarta,160000000
Honda,2014-2018,Automatic,5,7,1496,Luar Jakarta,163500000
Toyota,2014-2018,Automatic,5,7,1496,Jakarta,167000000
Toyota,2014-2018,Automatic,5,7,1496,Jakarta,168000000
Honda,2014-2018,Automatic,5,7,1496,Luar Jakarta,170000000
Toyota,2014-2018,Automatic,5,7,1496,Luar Jakarta,170000000
Toyota,2014-2018,Automatic,5,7,1496,Jakarta,170000000
Toyota,2014-2018,Automatic,5,7,1496,Jakarta,170000000
Honda,2014-2018,Automatic,5,7,1496,Luar Jakarta,170229729
Honda,2014-2018,Automatic,5,7,1496,Jakarta,173000000
Honda,2014-2018,Automatic,5,7,1496,Luar Jakarta,173000000
Honda,2014-2018,Automatic,5,7,1496,Jakarta,174000000
Honda,2014-2018,Manual,5,7,1496,Luar Jakarta,143000000
Honda,2014-2018,Manual,5,7,1496,Jakarta,144000000
Honda,2014-2018,Manual,5,7,1496,Luar Jakarta,148000000
Toyota,2014-2018,Automatic,5,7,1496,Luar Jakarta,163000000
Daihatsu,2014-2018,Automatic,5,7,1496,Jakarta,179000000
Daihatsu,2014-2018,Automatic,5,7,1496,Jakarta,180000000
Honda,2014-2018,Automatic,5,7,1496,Luar Jakarta,185000000
Daihatsu,2014-2018,Manual,5,7,1496,Luar Jakarta,188181818
Toyota,2014-2018,Automatic,5,7,1496,Luar Jakarta,200000000
Toyota,2014-2018,Automatic,5,7,1496,Luar Jakarta,203000000
Toyota,2014-2018,Automatic,5,7,1496,Luar Jakarta,205000000
Toyota,2014-2018,Manual,5,7,1496,Jakarta,205000000
Toyota,2014-2018,Manual,5,7,1496,Jakarta,207000000
Toyota,2014-2018,Automatic,5,7,1496,Jakarta,213000000
Toyota,2014-2018,Automatic,5,7,1496,Jakarta,216000000
Toyota,2014-2018,Manual,5,7,1496,Luar Jakarta,217000000
Toyota,2014-2018,Automatic,5,7,1496,Jakarta,219000000
Honda,2019-2023,Automatic,5,7,1496,Luar Jakarta,155000000
Honda,2019-2023,Automatic,5,7,1496,Jakarta,170000000
Honda,2019-2023,Manual,5,7,1496,Jakarta,172500000
Honda,2019-2023,Automatic,5,7,1496,Jakarta,189000000
Daihatsu,2019-2023,Manual,5,7,1496,Jakarta,192000000
Daihatsu,2019-2023,Manual,5,7,1496,Luar Jakarta,195000000
Daihatsu,2019-2023,Manual,5,7,1496,Jakarta,195000000
Daihatsu,2019-2023,Manual,5,7,1496,Luar Jakarta,195000000
Daihatsu,2019-2023,Manual,5,7,1496,Luar Jakarta,195000000
Daihatsu,2019-2023,Automatic,5,7,1496,Jakarta,196000000
Toyota,2019-2023,Manual,5,7,1496,Jakarta,199500000
Daihatsu,2019-2023,Manual,5,7,1496,Luar Jakarta,205000000
Toyota,2019-2023,Automatic,5,7,1496,Luar Jakarta,227000000
Honda,2019-2023,Automatic,5,7,1496,Luar Jakarta,156000000
Honda,2019-2023,Automatic,5,7,1496,Luar Jakarta,178000000
Honda,2019-2023,Automatic,5,7,1496,Luar Jakarta,195000000
Daihatsu,2019-2023,Automatic,5,7,1496,Luar Jakarta,203000000
Toyota,2019-2023,Automatic,5,7,1496,Luar Jakarta,203000000
Toyota,2019-2023,Automatic,5,7,1496,Jakarta,230000000
Honda,2019-2023,Automatic,5,7,1496,Luar Jakarta,179000000
Daihatsu,2019-2023,Manual,5,7,1496,Luar Jakarta,183000000
Toyota,2019-2023,Manual,5,7,1496,Luar Jakarta,188000000
Toyota,2019-2023,Automatic,5,7,1496,Jakarta,199000000
Honda,2019-2023,Automatic,5,7,1496,Luar Jakarta,199000000
Toyota,2019-2023,Manual,5,7,1496,Luar Jakarta,208000000
Toyota,2019-2023,Automatic,5,7,1496,Luar Jakarta,211000000
Toyota,2019-2023,Automatic,5,7,1496,Luar Jakarta,215000000
Honda,2019-2023,Automatic,5,7,1496,Luar Jakarta,215000000
Toyota,2019-2023,Manual,5,7,1496,Luar Jakarta,220000000
Toyota,2019-2023,Automatic,5,7,1496,Jakarta,220000000
Toyota,2019-2023,Automatic,5,7,1496,Luar Jakarta,222000000
Toyota,2019-2023,Automatic,5,7,1496,Luar Jakarta,222000000
Toyota,2019-2023,Automatic,5,7,1496,Luar Jakarta,242000000
Toyota,2019-2023,Automatic,5,7,1496,Luar Jakarta,250000000
Daihatsu,2019-2023,Automatic,5,7,1496,Luar Jakarta,212000000
Toyota,2019-2023,Manual,5,7,1496,Jakarta,223000000
Toyota,2019-2023,Automatic,5,7,1496,Jakarta,227000000
Toyota,2019-2023,Automatic,5,7,1496,Jakarta,245000000
Toyota,2019-2023,Manual,5,7,1496,Jakarta,245000000
Honda,<=2013,Automatic,5,7,1497,Jakarta,139000000
Honda,<=2013,Automatic,5,7,1497,Jakarta,165000000
Honda,<=2013,Automatic,5,7,1497,Luar Jakarta,138000000
Honda,<=2013,Automatic,5,7,1497,Luar Jakarta,165000000
Toyota,2014-2018,Manual,5,7,1497,Luar Jakarta,137000000
Honda,2014-2018,Manual,5,7,1497,Jakarta,154000000
Toyota,2014-2018,Automatic,5,7,1497,Jakarta,155000000
Honda,2014-2018,Automatic,5,7,1497,Jakarta,165000000
Honda,2014-2018,Automatic,5,7,1497,Luar Jakarta,165000000
Toyota,2014-2018,Manual,5,7,1497,Luar Jakarta,165000000
Toyota,2014-2018,Automatic,5,7,1497,Jakarta,169000000
Honda,2014-2018,Automatic,5,7,1497,Jakarta,175000000
Honda,2014-2018,Automatic,5,7,1497,Jakarta,180000000
Toyota,2014-2018,Automatic,5,7,1497,Jakarta,190000000
Honda,2014-2018,Manual,5,7,1497,Jakarta,160000000
Honda,2014-2018,Automatic,5,7,1497,Luar Jakarta,176000000
Honda,2014-2018,Automatic,5,7,1497,Jakarta,178000000
Toyota,2014-2018,Automatic,5,7,1497,Jakarta,183000000
Toyota,2014-2018,Automatic,5,7,1497,Jakarta,185000000
Toyota,2014-2018,Automatic,5,7,1497,Luar Jakarta,191000000
Toyota,2014-2018,Automatic,5,7,1497,Luar Jakarta,191000000
Toyota,2014-2018,Manual,5,7,1497,Jakarta,166500000
Toyota,2014-2018,Automatic,5,7,1497,Jakarta,198500000
Honda,2019-2023,Automatic,5,7,1497,Jakarta,204000000
Honda,2019-2023,Automatic,5,7,1497,Luar Jakarta,213000000
Honda,2019-2023,Automatic,5,7,1497,Luar Jakarta,223000000
Honda,2019-2023,Automatic,5,7,1497,Luar Jakarta,223000000
Honda,2019-2023,Automatic,5,7,1497,Jakarta,223000000
Honda,2019-2023,Automatic,5,7,1497,Jakarta,209000000
Toyota,2019-2023,Automatic,5,7,1497,Luar Jakarta,249000000
Honda,2019-2023,Automatic,5,7,1497,Jakarta,240000000
Honda,2014-2018,Automatic,5,7,1498,Jakarta,330000000
Honda,2014-2018,Automatic,5,7,1498,Jakarta,363000000
Honda,2014-2018,Automatic,5,7,1498,Luar Jakarta,349000000
Honda,2014-2018,Automatic,5,7,1498,Jakarta,358000000
Honda,2014-2018,Automatic,5,7,1498,Jakarta,358000000
Honda,2014-2018,Automatic,5,7,1498,Luar Jakarta,360000000
Honda,2014-2018,Automatic,5,7,1498,Luar Jakarta,378000000
Honda,2014-2018,Automatic,5,7,1498,Luar Jakarta,381000000
Honda,2014-2018,Automatic,5,7,1498,Jakarta,385000000
Honda,2014-2018,Automatic,5,7,1498,Jakarta,385000000
Honda,2014-2018,Automatic,5,7,1498,Jakarta,406000000
Honda,2019-2023,Automatic,5,7,1498,Jakarta,395000000
Honda,2019-2023,Automatic,5,7,1498,Jakarta,395000000
Honda,2019-2023,Automatic,5,7,1498,Jakarta,415000000
Honda,2019-2023,Automatic,5,7,1498,Luar Jakarta,416000000
Honda,2019-2023,Automatic,5,7,1498,Luar Jakarta,506000000
Honda,2019-2023,Automatic,5,7,1498,Luar Jakarta,248000000
Honda,2019-2023,Automatic,5,7,1498,Jakarta,253000000
Honda,2019-2023,Automatic,5,7,1498,Luar Jakarta,260000000
Honda,2019-2023,Automatic,5,7,1498,Luar Jakarta,520000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Luar Jakarta,185000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Luar Jakarta,186000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Luar Jakarta,189000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Jakarta,189500000
Mitsubishi,2014-2018,Automatic,5,7,1499,Luar Jakarta,192000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Jakarta,195000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Jakarta,198000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Jakarta,198000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Luar Jakarta,198000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Luar Jakarta,200000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Luar Jakarta,205000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Jakarta,205000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Jakarta,207000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Jakarta,208000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Luar Jakarta,208000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Luar Jakarta,209000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Luar Jakarta,211000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Luar Jakarta,212000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Jakarta,213000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Luar Jakarta,214000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Jakarta,215000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Luar Jakarta,216000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Jakarta,216000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Luar Jakarta,216000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Jakarta,216000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Jakarta,218000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Jakarta,219000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Jakarta,219000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Luar Jakarta,219000000
Mitsubishi,2014-2018,Automatic,5,7,1499,Luar Jakarta,220000000
Mitsubishi,2019-2023,Manual,5,7,1499,Jakarta,155000000
Mitsubishi,2019-2023,Manual,5,7,1499,Jakarta,158000000
Mitsubishi,2019-2023,Manual,5,7,1499,Luar Jakarta,159000000
Mitsubishi,2019-2023,Manual,5,7,1499,Jakarta,164000000
Mitsubishi,2019-2023,Manual,5,7,1499,Jakarta,165000000
Mitsubishi,2019-2023,Manual,5,7,1499,Jakarta,180000000
Mitsubishi,2019-2023,Automatic,5,7,1499,Luar Jakarta,196000000
Mitsubishi,2019-2023,Manual,5,7,1499,Luar Jakarta,197000000
Mitsubishi,2019-2023,Manual,5,7,1499,Luar Jakarta,203000000
Mitsubishi,2019-2023,Automatic,5,7,1499,Luar Jakarta,203000000
Mitsubishi,2019-2023,Automatic,5,7,1499,Luar Jakarta,208000000
Mitsubishi,2019-2023,Automatic,5,7,1499,Jakarta,209000000
Mitsubishi,2019-2023,Automatic,5,7,1499,Jakarta,209000000
Mitsubishi,2019-2023,Automatic,5,7,1499,Jakarta,214000000
Mitsubishi,2019-2023,Automatic,5,7,1499,Jakarta,215000000
Mitsubishi,2019-2023,Automatic,5,7,1499,Jakarta,218000000
Mitsubishi,2019-2023,Automatic,5,7,1499,Jakarta,224000000
Mitsubishi,2019-2023,Automatic,5,7,1499,Luar Jakarta,224033842
Mitsubishi,2019-2023,Automatic,5,7,1499,Jakarta,224264538
Mitsubishi,2019-2023,Automatic,5,7,1499,Jakarta,231000000
Mitsubishi,2019-2023,Automatic,5,7,1499,Jakarta,231000000
Mitsubishi,2019-2023,Manual,5,7,1499,Jakarta,166000000
Mitsubishi,2019-2023,Automatic,5,7,1499,Jakarta,189000000
Mitsubishi,2019-2023,Automatic,5,7,1499,Luar Jakarta,200000000
Mitsubishi,2019-2023,Automatic,5,7,1499,Luar Jakarta,231000000
Mitsubishi,2019-2023,Automatic,5,7,1499,Luar Jakarta,234000000
Mitsubishi,2019-2023,Automatic,5,7,1499,Luar Jakarta,248000000
Mitsubishi,2019-2023,Automatic,5,7,1499,Jakarta,240000000
Mitsubishi,2019-2023,Automatic,5,7,1499,Luar Jakarta,240000000
Mitsubishi,2019-2023,Automatic,5,7,1499,Jakarta,260000000
Toyota,2019-2023,Automatic,5,7,1986,Luar Jakarta,550000000
Toyota,<=2013,Automatic,5,7,1987,Luar Jakarta,168500000
Toyota,2014-2018,Automatic,5,7,1987,Jakarta,358000000
Toyota,2014-2018,Automatic,5,7,1987,Luar Jakarta,359500000
Toyota,2014-2018,Automatic,5,7,1987,Jakarta,360000000
Toyota,2014-2018,Automatic,5,7,1987,Luar Jakarta,368000000
Toyota,2019-2023,Automatic,5,7,1987,Jakarta,420000000
Toyota,<=2013,Automatic,5,7,1998,Jakarta,173000000
Toyota,<=2013,Automatic,5,7,1998,Luar Jakarta,175000000
Toyota,2014-2018,Automatic,5,7,1998,Luar Jakarta,185000000
Toyota,2014-2018,Automatic,5,7,1998,Jakarta,319000000
Toyota,2019-2023,Automatic,5,7,1998,Jakarta,359000000
Honda,<=2013,Automatic,5,7,2354,Luar Jakarta,200000000
Toyota,<=2013,Automatic,5,7,2362,Luar Jakarta,280000000
Toyota,<=2013,Automatic,5,7,2362,Jakarta,285000000
Toyota,<=2013,Automatic,5,7,2362,Jakarta,300000000
Toyota,<=2013,Automatic,5,7,2362,Luar Jakarta,309000000
Toyota,<=2013,Automatic,5,7,2362,Luar Jakarta,350000000
Toyota,<=2013,Automatic,5,7,2362,Jakarta,370000000
Toyota,<=2013,Automatic,5,7,2362,Jakarta,405000000
Toyota,2014-2018,Automatic,5,7,2362,Luar Jakarta,300000000
Toyota,2014-2018,Automatic,5,7,2362,Luar Jakarta,399000000
Toyota,2014-2018,Automatic,5,7,2393,Jakarta,369000000
Toyota,2014-2018,Automatic,5,7,2393,Jakarta,381000000
Toyota,2014-2018,Automatic,5,7,2393,Jakarta,394000000
Toyota,2014-2018,Automatic,5,7,2393,Luar Jakarta,385000000
Toyota,2014-2018,Automatic,5,7,2393,Luar Jakarta,389000000
Toyota,2014-2018,Automatic,5,7,2393,Jakarta,420000000
Toyota,2019-2023,Automatic,5,7,2393,Luar Jakarta,419000000
Toyota,2019-2023,Automatic,5,7,2393,Luar Jakarta,438000000
Toyota,2019-2023,Automatic,5,7,2393,Luar Jakarta,429500000
Toyota,2019-2023,Automatic,5,7,2393,Luar Jakarta,460000000
Toyota,2019-2023,Automatic,5,7,2393,Luar Jakarta,480000000
Toyota,2019-2023,Automatic,5,7,2393,Luar Jakarta,496000000
Mitsubishi,2014-2018,Automatic,5,7,2442,Jakarta,359000000
Mitsubishi,2014-2018,Automatic,5,7,2442,Luar Jakarta,388000000
Mitsubishi,2014-2018,Automatic,5,7,2442,Luar Jakarta,394000000
Mitsubishi,2014-2018,Automatic,5,7,2442,Luar Jakarta,423000000
Mitsubishi,2014-2018,Automatic,5,7,2442,Jakarta,440000000
Mitsubishi,2014-2018,Automatic,5,7,2442,Luar Jakarta,447000000
Mitsubishi,2019-2023,Automatic,5,7,2442,Luar Jakarta,435000000
Mitsubishi,2019-2023,Automatic,5,7,2442,Jakarta,465000000
Mitsubishi,2019-2023,Automatic,5,7,2442,Jakarta,474000000
Mitsubishi,2019-2023,Automatic,5,7,2442,Jakarta,530000000
Mitsubishi,2019-2023,Automatic,5,7,2442,Jakarta,530000000
Mitsubishi,2019-2023,Automatic,5,7,2442,Jakarta,584000000
Mitsubishi,2019-2023,Automatic,5,7,2442,Jakarta,665000000
Mitsubishi,<=2013,Automatic,5,7,2477,Jakarta,235000000
Mitsubishi,<=2013,Automatic,5,7,2477,Luar Jakarta,279500000
Mitsubishi,<=2013,Automatic,5,7,2477,Jakarta,255000000
Mitsubishi,2014-2018,Automatic,5,7,2477,Jakarta,290000000
Mitsubishi,2014-2018,Automatic,5,7,2477,Jakarta,265000000
Mitsubishi,2014-2018,Automatic,5,7,2477,Luar Jakarta,379000000
Mitsubishi,2014-2018,Manual,5,7,2477,Luar Jakarta,389000000
Toyota,2014-2018,Automatic,5,7,2494,Jakarta,720000000
Toyota,2014-2018,Automatic,5,7,2494,Luar Jakarta,800000000
Toyota,2014-2018,Automatic,5,7,2494,Jakarta,858000000
Toyota,2014-2018,Automatic,5,7,2494,Luar Jakarta,858000000
Toyota,2019-2023,Automatic,5,7,2494,Luar Jakarta,895000000
Toyota,2019-2023,Automatic,5,7,2494,Jakarta,895000000
Toyota,2019-2023,Automatic,5,7,2494,Jakarta,938000000
Toyota,2019-2023,Automatic,5,7,2494,Jakarta,945000000
Toyota,2019-2023,Automatic,5,7,2494,Luar Jakarta,975000000
Toyota,2019-2023,Automatic,5,7,2494,Luar Jakarta,1080000000
Toyota,2019-2023,Automatic,5,7,2494,Jakarta,1095000000
Toyota,<=2013,Automatic,5,7,2694,Jakarta,198000000
Toyota,2014-2018,Automatic,5,7,2694,Jakarta,360000000
Toyota,2019-2023,Automatic,5,7,2694,Jakarta,420000000
Toyota,2019-2023,Automatic,5,7,2755,Jakarta,505000000
Daihatsu,2014-2018,Manual,5,8,1298,Jakarta,107500000
Daihatsu,2014-2018,Manual,5,8,1298,Jakarta,107000000
Daihatsu,2019-2023,Manual,5,8,1298,Jakarta,165000000
Daihatsu,2014-2018,Manual,5,8,1495,Luar Jakarta,159000000
Daihatsu,2014-2018,Manual,5,8,1495,Luar Jakarta,159000000
Toyota,<=2013,Automatic,5,8,1998,Jakarta,130000000
Toyota,<=2013,Automatic,5,8,1998,Jakarta,152000000
Toyota,2014-2018,Automatic,5,8,1998,Jakarta,185000000
Toyota,2014-2018,Manual,5,8,1998,Jakarta,192000000
Toyota,2014-2018,Manual,5,8,1998,Jakarta,205000000
Toyota,2014-2018,Automatic,5,8,1998,Luar Jakarta,259000000
Toyota,2014-2018,Automatic,5,8,1998,Luar Jakarta,259000000
Toyota,2014-2018,Automatic,5,8,1998,Jakarta,278547169
Toyota,2014-2018,Automatic,5,8,1998,Luar Jakarta,292000000
Toyota,2014-2018,Manual,5,8,1998,Luar Jakarta,223500000
Toyota,2014-2018,Automatic,5,8,1998,Jakarta,245000000
Toyota,2014-2018,Manual,5,8,1998,Luar Jakarta,252000000
Toyota,2014-2018,Automatic,5,8,1998,Jakarta,295000000
Toyota,2014-2018,Automatic,5,8,1998,Jakarta,250000000
Toyota,2014-2018,Automatic,5,8,1998,Jakarta,267000000
Toyota,2014-2018,Automatic,5,8,1998,Luar Jakarta,291000000
Toyota,2014-2018,Automatic,5,8,1998,Luar Jakarta,291000000
Toyota,2019-2023,Automatic,5,8,1998,Jakarta,270000000
Toyota,2019-2023,Automatic,5,8,1998,Luar Jakarta,289000000
Toyota,2019-2023,Automatic,5,8,1998,Luar Jakarta,298000000
Toyota,2019-2023,Automatic,5,8,1998,Luar Jakarta,315000000
Toyota,2019-2023,Automatic,5,8,1998,Luar Jakarta,340000000
Toyota,2019-2023,Automatic,5,8,1998,Luar Jakarta,301000000
Toyota,2019-2023,Automatic,5,8,1998,Luar Jakarta,374000000
Toyota,2019-2023,Automatic,5,8,1998,Luar Jakarta,356000000
Toyota,2019-2023,Automatic,5,8,2393,Jakarta,282000000
Toyota,2019-2023,Automatic,5,8,2393,Luar Jakarta,309000000
Toyota,2019-2023,Automatic,5,8,2393,Jakarta,310000000
Toyota,2019-2023,Automatic,5,8,2393,Jakarta,324500000
Toyota,2019-2023,Automatic,5,8,2393,Luar Jakarta,355000000
Toyota,2019-2023,Automatic,5,8,2393,Luar Jakarta,343000000
Toyota,2019-2023,Automatic,5,8,2393,Jakarta,372000000
Toyota,2019-2023,Automatic,5,8,2393,Luar Jakarta,373000000
Toyota,2019-2023,Automatic,5,8,2393,Luar Jakarta,430000000
Toyota,2019-2023,Automatic,5,8,2393,Luar Jakarta,430000000
Toyota,2019-2023,Automatic,5,8,2393,Luar Jakarta,355000000
Toyota,2019-2023,Automatic,5,8,2393,Jakarta,395000000
Toyota,<=2013,Automatic,5,8,2494,Jakarta,205000000
Toyota,2014-2018,Automatic,5,8,2494,Jakarta,249000000
Toyota,2019-2023,Automatic,5,8,2754,Jakarta,1850000000
